16,CFHU,6LT6,A2OQ,U6PR,1976389163,N/A,1928/2/1,1960/8/15,DSFN,1972/3/30,19,WGUT,1569657378,MJBO,X120232454,9NJU,2013/11/2,IC29,S3NT,C9RC,9TX5,O80Q,YQ3X,MKG9,28,3,2,925469179,201457618,445986149,894410897,JVZASH4T5XFV,N/A,Yes,No,No,Normal,N/A,940,98,1038
17,IKV6,5ACX,WKI1,T4EU,1474282305,N/A,1988/2/1,1992/6/8,1PJ7,1989/7/25,67,VJ83,1454630712,GUKM,W166952258,TVX6,1912/2/11,IC21,EXW3,INRH,X9E9,I7GX,RI63,UG66,28,3,2,937282551,634442090,777996640,617267268,PR29P45ULRRC,N/A,Yes,No,No,Normal,N/A,951,100,1051
18,TNJC,6WI6,5BWO,JSEC,1831640561,N/A,1967/6/1,1936/11/7,O6XK,2006/2/24,563,28U8,1900738736,7SKT,G134091290,EVLS,1923/10/27,IC15,P3L5,318L,12WQ,0S4Z,4OR2,APNE,28,3,2,976467374,427463459,414132023,550830741,GMJXJJ4BSIYG,N/A,Yes,No,No,Normal,N/A,969,100,1069
19,F46P,U9YN,LNHH,ZIYI,1782462006,N/A,1988/6/1,2001/10/15,9IWF,1989/5/13,261,NZ0B,1474629321,CVT0,T121974989,O2H5,1972/12/25,IC02,AHUO,KKHM,XGC7,IBYI,BGVX,TM15,28,3,2,952453506,800355454,148040999,202021159,6CV5M5SDGXY3,N/A,Yes,No,No,Normal,N/A,921,91,1012
20,KKOH,RAEI,XZC0,6TVX,1471949230,N/A,1996/9/1,1956/9/24,BCHX,1994/12/9,999,LV0D,1966569552,49UC,C249035700,2PP9,1943/8/16,IC06,WGYD,1PUN,H77J,7FBO,RAUX,80QR,28,3,2,983050557,242599213,743027630,714682744,LC7WXWRYYBJ7,N/A,Yes,No,No,Normal,N/A,921,94,1015
21,LC6D,9FBB,1FO1,N8WE,1586896190,N/A,1967/2/1,2003/7/22,HC7F,1944/7/1,758,H3JP,1619626458,IQYB,E133432666,7V8B,1913/10/24,IC02,NNBD,NJGR,BQAU,PQX0,AR99,MKDA,28,3,2,947763500,142569117,668421538,132563970,243V3RD33M7Y,N/A,Yes,No,No,Normal,N/A,999,97,1096
22,77HP,ZVHI,MGYC,ZBGO,1643398945,N/A,1928/2/1,1982/4/27,LSRK,2012/10/25,407,PB5O,1224887652,1J88,X280391357,SLZW,1940/4/27,IC19,NGWE,J7PH,TJNM,2N15,20YP,9FJ4,28,3,2,948593854,432879952,132784956,805045167,GIKRSG8G1R2A,N/A,Yes,No,No,Normal,N/A,987,90,1077
23,JPB1,5TI8,O6H1,N05R,1487353166,N/A,1972/10/1,1951/11/28,1XWX,1963/11/18,451,NC7X,1849086207,6XJO,U296743562,V3CT,2005/2/13,IC26,WBPF,FWEO,YG3N,WMQU,CTGZ,6Q66,28,3,2,932767318,792419901,973549137,487064015,O9WLJFD9BITD,N/A,Yes,No,No,Normal,N/A,968,93,1061
24,9QIB,79KL,0LUK,553A,1192562530,N/A,2013/8/1,1921/7/17,C4OW,2000/10/20,371,SAIG,1617885723,ASA6,S134560693,5M7S,1974/7/14,IC17,J5RG,GCTD,7KFZ,SYS1,TESQ,M7ET,28,3,2,911944938,978952621,392552668,921020987,114468PZWE8Z,N/A,Yes,No,No,Normal,N/A,905,97,1002
25,Q7Y2,QRGE,41MQ,X7U2,1833004786,N/A,1998/10/1,1934/5/31,RESQ,1992/10/9,230,T8WT,1124546366,OI3P,I278087375,ZTN3,1962/11/6,IC25,HRIZ,CXRF,VTKF,LUG0,3MMF,B8K1,28,3,2,906092181,873885140,558382363,836335241,PK57DIDOLCRY,N/A,Yes,No,No,Normal,N/A,941,93,1034
26,GYD9,S7SE,BK3K,8D8U,1006448052,N/A,2005/3/1,1981/6/16,IZY8,1924/6/9,43,EBHY,1858374546,630W,U195416135,2A3L,1966/11/12,IC18,6KFL,0PJX,Q5JK,P8XI,6BE0,1K42,28,3,2,968797083,609485238,809911953,792302234,WQWKP7198S8M,N/A,Yes,No,No,Normal,N/A,945,93,1038
27,CZ51,NA7S,8GOW,GZVJ,1767611277,N/A,2000/11/1,1947/4/17,MLR9,2009/8/25,166,AR3M,1879924371,N9FD,H172957083,F78Q,1978/9/13,IC14,8L78,MMNU,NJFM,I93B,WL2Y,RINV,28,3,2,961343205,207930549,993251766,854507307,CZUNWI9VZU6S,N/A,Yes,No,No,Normal,N/A,937,91,1028
28,D8DW,J6PW,QITR,VAM4,1267103239,N/A,1921/7/1,1953/10/26,3Z33,2008/8/28,379,XPVP,1146318559,AY8Z,D191790661,PUP3,1996/4/24,IC03,T3GC,UNMM,RTYG,EG03,HQPU,1P4C,28,3,2,941858785,681013037,201839527,994798120,0G1U682OL560,N/A,Yes,No,No,Normal,N/A,971,91,1062
29,1JTK,GJ0L,SYNO,95VI,1469597595,N/A,1982/4/1,1976/4/2,PZ4Y,2009/10/17,303,CIS1,1359692070,0MDP,Q231451343,2YEM,1975/12/25,IC13,Y3MI,LSGX,LMN4,BZIM,3L7L,70B7,28,3,2,939607409,365243153,322494336,344999552,LL5H3O6Y3LRR,N/A,Yes,No,No,Normal,N/A,991,100,1091
30,D2DR,S7SN,6XBP,KNOW,1424412759,N/A,1957/11/1,1964/4/8,PBCL,1964/1/15,840,WRS0,1442372308,RUT2,D266508622,4KP7,1998/10/26,IC09,S60C,5BOR,KTWM,5WUW,QZHI,CE48,28,3,2,961622118,218405136,959060007,481209557,2VAMLJN9ZYF7,N/A,Yes,No,No,Normal,N/A,942,94,1036
31,CSLK,3EUN,B29G,U2B9,1227340204,N/A,1963/10/1,1939/11/24,F0Q3,1937/10/19,760,DC98,1139905602,SDIQ,S154683249,Y4I7,2014/2/24,IC25,PI4H,3GBV,SE6N,P9ZU,5BRM,A16C,28,3,2,990717329,163335214,336897536,128273865,7KECISES4EWZ,N/A,Yes,No,No,Normal,N/A,953,98,1051
32,42KV,VXJQ,G840,3MNQ,1915049208,N/A,1942/5/1,1958/1/23,7VPW,1946/6/6,199,UB4N,1777437613,DW5D,Q231910402,LVAW,1971/12/5,IC11,M8XJ,714N,6941,XQF6,B4BQ,ZHUD,28,3,2,903909237,364212307,987167911,476774421,BEUPW00NDFYM,N/A,Yes,No,No,Normal,N/A,947,95,1042
33,B4TV,ALP3,4OP1,GNGW,1399679792,N/A,1992/10/1,1920/10/30,WD5N,1986/2/27,486,4KO8,1358540025,JM4Z,X297714308,U4T4,1979/9/16,IC27,3PAQ,666X,F69Y,S7Q7,EZGF,9W4Q,28,3,2,980676468,178141002,894244510,909594619,S3L0WXORRT0Q,N/A,Yes,No,No,Normal,N/A,985,95,1080
34,P565,0Z2E,6EU3,HEAK,1042945501,N/A,1959/2/1,2002/6/13,ASKN,1990/2/2,121,VARG,1661010180,0X38,I173337033,5L0H,1982/7/6,IC06,CTZI,9ETC,CXOQ,BZ38,X62Z,TLFH,28,3,2,965136291,562230862,101164874,495382488,NCRM2S6XSKKU,N/A,Yes,No,No,Normal,N/A,994,99,1093
35,6ZHH,J3WM,DZGI,MSYL,1000801703,N/A,1955/12/1,1956/11/16,TKS4,1912/9/21,827,WM8O,1435143037,IUVQ,C191778384,FYQC,1911/4/5,IC01,V5OR,CUKI,D5JC,SROC,7G5O,BSD6,28,3,2,979843416,346692716,642069265,195717107,3YSU0TB9QN3C,N/A,Yes,No,No,Normal,N/A,993,96,1089
36,WWIT,UET5,C5HN,BFCC,1037511023,N/A,1939/7/1,1936/6/2,YQX7,1952/10/5,816,BRJ0,1865159335,SAZ6,Z290964788,UBOE,1967/5/3,IC12,AGHT,ZH9V,KNBJ,QZMO,9T54,EMYW,28,3,2,988457385,844647987,497566471,695435218,9DTK7BBCVLN4,N/A,Yes,No,No,Normal,N/A,967,92,1059
37,RGJA,VW5Y,CL1S,08MS,1419453053,N/A,2009/8/1,1950/8/13,A0PX,1946/5/12,358,ZG0X,1773784356,CJZ1,L166451487,RBZX,2004/10/13,IC12,TWBZ,6S5G,XGHB,37IA,VCJD,5VXV,28,3,2,960007972,450396746,125970073,871721895,A5VHJJ0NFXLY,N/A,Yes,No,No,Normal,N/A,902,90,992
38,S1LH,HKQT,TOWA,FBN2,1438442176,N/A,1979/11/1,1943/9/16,YW8P,2016/11/30,853,SA2A,1129780240,ISKT,J145238668,H8XF,1937/10/19,IC27,O1P4,RAUZ,1CNS,GB05,H9BX,49JP,28,3,2,905538574,469448236,453517512,933603148,VO4HTOBMKY1R,N/A,Yes,No,No,Normal,N/A,900,93,993
39,PI99,U7UW,J96C,YQD7,1254805683,N/A,1944/8/1,1943/12/11,Q8OY,2011/7/7,344,4PHG,1846553521,I6PI,O230370977,OHLB,1952/9/12,IC09,0O2C,992T,NGUS,3J27,8YR1,DMPG,28,3,2,908765300,892730980,992977752,177957015,IMS1929JB9HI,N/A,Yes,No,No,Normal,N/A,972,97,1069
40,PN4E,ASJL,MSQA,GE7Y,1923984669,N/A,1951/12/1,1992/11/20,H7VD,1924/5/14,858,5FZL,1182148352,KHYW,F186824984,PT8B,1976/9/29,IC05,PURZ,SBZY,ITIK,2LLN,2OAU,8V0Y,28,3,2,929138116,905351389,371339377,738407646,8XCC5PZF12ZF,N/A,Yes,No,No,Normal,N/A,983,93,1076
41,RN4V,O0ON,HZS7,LJ55,1369437838,N/A,1911/11/1,2003/10/22,0H8S,1978/8/31,189,M1YE,1744363139,6778,J167779437,EJZI,1949/7/12,IC10,M1BB,1WGT,8XGQ,L44S,LB5L,H61Y,28,3,2,980220691,352561663,705235921,807469323,AT0QA16VOAAQ,N/A,Yes,No,No,Normal,N/A,918,97,1015
42,OAKN,UL3Q,4UEG,5WY6,1118724083,N/A,1960/8/1,2001/10/6,94HO,1990/5/30,455,D2H4,1046885597,2V7L,U181547438,737Z,1997/3/31,IC02,GUV6,80EG,O5B4,E4EQ,2QFD,EG23,28,3,2,907563562,369772814,139037200,274448365,5501447O9JDH,N/A,Yes,No,No,Normal,N/A,988,93,1081
43,7AYK,4BR7,POPP,CA7L,1406789733,N/A,1991/12/1,1928/1/20,DM2A,1981/6/24,707,ERVL,1935356775,YA7R,E131266786,SPEF,2006/12/15,IC03,SKHG,PAB3,56IG,WXST,EWL1,7KS5,28,3,2,956274957,110362693,777032055,946519003,KH9HXYBBOK4E,N/A,Yes,No,No,Normal,N/A,909,93,1002
44,YS6B,19HN,6FKZ,U470,1352605689,N/A,1971/11/1,1919/2/11,BXK9,1927/7/28,768,Z63C,1332253498,DD07,H194381455,JJZB,1916/11/1,IC31,RAED,R110,1TB9,OK8S,4JNZ,E7ID,28,3,2,991939467,142970355,130331389,690868256,Q97YLN9CW2LY,N/A,Yes,No,No,Normal,N/A,911,93,1004
45,3CBL,1T89,PBMS,N9E0,1649113881,N/A,1971/5/1,2016/12/23,75A1,1971/3/20,981,PRW5,1217512848,66ZX,A181213191,1JTJ,2010/1/23,IC08,6ORD,XBI8,MWM5,CDYV,RFOG,OAGW,28,3,2,923476061,554138363,739988190,465885230,D7QT91KXYAWZ,N/A,Yes,No,No,Normal,N/A,994,92,1086
46,UX6H,ZYD6,IBQJ,7S41,1273040186,N/A,1990/1/1,1999/7/4,88NJ,2002/4/21,908,1764,1591532766,Z9EP,E218578029,LI43,1915/6/9,IC21,ZUXP,E972,AYRD,0MBM,MO1Y,5P4H,28,3,2,915729297,331929134,124377949,427218092,9W665DOE58LC,N/A,Yes,No,No,Normal,N/A,982,93,1075
47,L6QZ,W56V,20LR,6CYJ,1583164471,N/A,1933/3/1,2008/7/23,WWKL,1996/12/3,711,4T1U,1219382633,9BTC,Q176593085,YTSS,1980/2/7,IC31,S48U,JHOB,WWJ3,01Q9,3GS2,Z5BM,28,3,2,925454501,803967220,312305252,265357929,3MLODHA88UT5,N/A,Yes,No,No,Normal,N/A,961,94,1055
48,YK62,UPE6,LXDS,8YBT,1061501425,N/A,1932/11/1,1926/12/23,XZ93,1913/10/22,606,H3V3,1383013991,VNMI,T137105548,4XG7,1916/12/12,IC13,MSIZ,KPUA,TCUD,AEHZ,AWXR,C7CR,28,3,2,978425358,349296348,347237425,190862175,Z7O03VVTIVW8,N/A,Yes,No,No,Normal,N/A,942,98,1040
49,9RBH,Q16N,DT0L,TR46,1409133403,N/A,1983/1/1,1961/7/10,DIS9,2015/7/14,96,F2XT,1407147826,JLX4,S195487002,YHU2,1946/12/8,IC24,3NEZ,PE4B,K56H,J7LE,JJCH,SUY2,28,3,2,912028390,615263271,820216104,548035581,MJQFKOTJY79M,N/A,Yes,No,No,Normal,N/A,942,93,1035
50,74JU,EK04,Z1IC,V7RT,1333528286,N/A,2007/6/1,1936/5/5,CT8O,2013/5/11,939,RMBF,1278386708,YZKA,S243944779,OFM0,1987/12/25,IC05,CXK3,2QDW,ULBZ,88FF,O1VZ,1ZYJ,28,3,2,999763254,815377152,588820803,346903773,DLIHUD9V9HTA,N/A,Yes,No,No,Normal,N/A,960,90,1050
51,UPSI,7MRF,2B3T,5RAG,1648842506,N/A,1961/5/1,2016/11/16,4ZAM,2000/1/28,862,HGFN,1556257717,PA81,Y210810969,VLAK,1957/1/11,IC27,TPP3,UVY4,Q4OV,A0OP,ZRHP,NJR5,28,3,2,998588021,766815593,468193993,748660661,HXNIKKFIDFOS,N/A,Yes,No,No,Normal,N/A,929,97,1026
52,GB1D,3RGO,JDCX,8M94,1462982320,N/A,1996/9/1,1952/2/8,YIGW,2000/7/26,542,ATZS,1572198153,ZB7E,O224561788,8MTS,1995/11/9,IC27,MLZM,01H2,JR1V,AD1T,P3Q9,PM86,28,3,2,948165343,910662694,883158130,103980598,JHXODDY5G5F9,N/A,Yes,No,No,Normal,N/A,963,100,1063
53,PQYJ,4AGA,YURP,DOWW,1271832523,N/A,1937/12/1,1914/12/3,ZKCN,1912/12/14,38,QZ1E,1465099515,7NPQ,V275873787,P06G,2014/10/5,IC11,UGZZ,UB3T,4CBZ,P9KG,LZS0,KOKL,28,3,2,940014312,254466854,209593582,127299527,FYLSOV0BD4R1,N/A,Yes,No,No,Normal,N/A,983,96,1079
54,34HW,L7WY,L008,NZZH,1800428040,N/A,1969/8/1,2000/9/6,TBUD,1974/9/27,976,2IIF,1090131501,EASK,O216472653,EPGV,1929/5/17,IC15,J0PM,0H1E,2YP3,VWKK,UTA1,FIWA,28,3,2,904154450,720693167,517559077,151730424,2P31ECENIEEV,N/A,Yes,No,No,Normal,N/A,1000,100,1100
55,AK55,4BG3,UIJU,C816,1082120542,N/A,1985/5/1,1939/3/7,VL79,1997/1/29,91,OBC0,1082632571,JBG3,F265400428,58Y6,1982/7/24,IC27,I6TV,8TS4,CXVO,U4CQ,ZZLC,R881,28,3,2,923570027,859634408,399764687,410689930,T3PU6MROWGSH,N/A,Yes,No,No,Normal,N/A,959,90,1049
56,8GBP,41S2,0FL1,Q8L0,1055005256,N/A,1996/2/1,1947/11/6,40CU,2005/2/10,168,Z05N,1468311112,IQ0A,E281495152,JBRL,2007/1/30,IC02,1RBS,H0J6,RM42,6K13,TGV7,PAIE,28,3,2,965435558,690276506,417222084,822414517,0K3JV9GQEXFX,N/A,Yes,No,No,Normal,N/A,949,98,1047
57,TMMQ,3CMY,43CC,3MUF,1676905573,N/A,1954/12/1,2007/4/11,3QAZ,2004/3/12,55,801L,1542595870,A2QR,I187738981,31F7,1949/4/19,IC31,ZF8P,PGU8,CZ3Z,IJCT,ZWTZ,JFYU,28,3,2,912650259,714805827,819727996,200376095,M09RMZCOFNID,N/A,Yes,No,No,Normal,N/A,915,96,1011
58,BK0S,MF4P,TK5C,ZZF9,1707256818,N/A,2014/2/1,1962/5/25,TQ3F,1928/11/17,387,DUEI,1099293955,JKC8,L131906610,3P61,1919/12/21,IC08,XRYG,CVIE,EE2U,O3KS,BTDN,GUJD,28,3,2,928293619,970750034,207384671,337167708,8X7U1KI7LOR0,N/A,Yes,No,No,Normal,N/A,904,92,996
59,DL7Q,LT6L,9L7B,TD96,1924170696,N/A,1922/11/1,2008/4/10,L8NZ,1996/4/20,754,ZAV9,1358855965,4GXA,B149755168,8160,1911/11/9,IC28,5TAF,TVGB,ZHC8,HGDR,3HP1,X4QK,28,3,2,935834624,323338899,272602081,706299027,Q3UASX241N8X,N/A,Yes,No,No,Normal,N/A,968,90,1058
60,OO5X,5QA5,YJOK,80AQ,1801693920,N/A,1953/3/1,1992/8/4,SSME,1950/8/18,21,0LVA,1741392130,52SW,U227509518,2YED,1914/12/2,IC08,4RNN,KD5J,Q2UN,Q5LH,M84T,D0NV,28,3,2,959494298,131129184,586391754,297681974,XLKAQLNSBNXA,N/A,Yes,No,No,Normal,N/A,991,90,1081
61,KOAF,FTB8,T4AI,JAZ3,1950865941,N/A,1926/2/1,2012/8/14,CK87,1971/6/12,379,JC3X,1324113345,WB7G,R133493951,8OED,1967/5/1,IC27,D1RU,0PTL,JBC7,Z3CJ,KAN2,3A1H,28,3,2,909645023,606787134,135014544,829518681,KGKEU8SO9R5Q,N/A,Yes,No,No,Normal,N/A,915,97,1012
62,U7FD,FJS2,9YA9,C6X4,1315755760,N/A,1974/7/1,1995/8/8,NXVY,1984/11/9,815,8PQZ,1241509559,QJXF,S151761880,SGKA,1956/8/15,IC21,U3T7,3HUV,NGL2,OPH4,FIL9,JBO4,28,3,2,975315166,356146707,125225244,661766802,KIRA5HAVTXB8,N/A,Yes,No,No,Normal,N/A,946,95,1041
63,GH6J,T4G0,ERI5,WVDQ,1026869017,N/A,1929/1/1,1992/10/7,UITX,1982/7/6,887,1N8C,1425339890,H550,F278048962,SRQK,1961/11/30,IC06,OGVN,VXYS,UEAU,8FF0,P9W4,1Z70,28,3,2,971220608,453009130,133793655,316418889,XDNZ8PFKHCCS,N/A,Yes,No,No,Normal,N/A,909,94,1003
64,8VBA,K3XJ,6IKN,8U1L,1419065182,N/A,1970/3/1,1937/2/24,SDMT,1927/3/9,678,T0NC,1098546800,CVBS,B136557436,REF9,2008/11/3,IC03,J04L,6BQ8,G40J,HC5O,THJV,BUX1,28,3,2,918516990,808682531,371148494,400673415,LD3OGR76I50F,N/A,Yes,No,No,Normal,N/A,990,93,1083
65,JICX,RDTP,Z1WF,3L4X,1312447571,N/A,1995/10/1,1973/7/26,I316,1928/7/7,691,4Y21,1622192230,JGHP,I218722464,HQVR,1951/3/10,IC21,ICOO,FCQR,ZYUE,B3M6,XY4Z,EQSK,28,3,2,902238341,405300787,388510263,789124183,6BIRESGR8WID,N/A,Yes,No,No,Normal,N/A,972,90,1062
66,P4N9,L1HZ,41CZ,PQPL,1786855803,N/A,1925/4/1,1963/4/15,UAQA,1944/4/9,849,8D8R,1447319591,PHF2,Q233256180,UHN5,1935/10/30,IC08,ATZP,UQ8N,L0O6,DPT4,E0YW,LEGI,28,3,2,989488767,524065030,136378695,703254547,HZ1VEBCYYGMX,N/A,Yes,No,No,Normal,N/A,997,99,1096
67,O1SP,CUVI,NQ22,OXSY,1956780015,N/A,1996/11/1,1955/8/22,SWZ5,2016/2/29,105,NNLF,1193295862,KTN0,F216325927,M8FD,1967/10/22,IC25,UFMX,U4J2,1HL0,1J4F,T9BV,ZM9B,28,3,2,924739195,639616586,831868665,981116706,I4GKN1YUIJWL,N/A,Yes,No,No,Normal,N/A,945,100,1045
68,U7FM,PTT3,NQC3,HF1R,1889997930,N/A,1933/2/1,1974/11/23,R5ND,2003/10/24,959,3Z58,1330438721,WKM7,V291334601,VR9P,1956/7/5,IC16,EL5O,AE9X,4KYL,96Q0,TF27,QXKZ,28,3,2,988773193,749074951,364307234,377562271,94ZTMMLISJOX,N/A,Yes,No,No,Normal,N/A,962,96,1058
69,F4DV,TKT1,NTGF,0Z45,1226146042,N/A,1932/7/1,1975/3/10,KVK9,1997/3/5,773,AYTE,1233599656,R0FW,R224425648,2R78,1986/3/22,IC25,AMG8,357Z,05A1,1REU,KBF2,OLNI,28,3,2,922372511,768570909,653035165,813488734,VJY8NYJ7AQE1,N/A,Yes,No,No,Normal,N/A,907,96,1003
70,6USC,MSCA,8W45,3MR9,1599519391,N/A,1912/10/1,1967/7/29,CNNZ,1922/5/12,774,TYIR,1440233110,77TB,K126335151,6S09,1999/11/19,IC25,KNWI,9AR9,NIWT,K1BC,Y0I3,3HJJ,28,3,2,943588019,359086409,310291671,750696547,5M0GX2KMM5EM,N/A,Yes,No,No,Normal,N/A,936,97,1033
71,ZDBM,TR2I,47K0,9H2S,1629333719,N/A,1913/4/1,1985/4/13,FUC0,1930/8/26,726,9QW5,1818668749,AORR,M110786200,5C34,1991/6/8,IC18,O9QI,8XQB,QJBL,D1H6,05OM,SKPS,28,3,2,947654790,770921012,363675388,216788579,FZ9XVRZP9U0E,N/A,Yes,No,No,Normal,N/A,983,94,1077
72,JLFV,8ERY,CHFD,JPX8,1546202481,N/A,2014/10/1,1927/10/29,P86W,1946/12/26,131,4AV5,1716158724,57UT,X192334224,HG8Y,1939/4/1,IC03,44IE,1BEX,P448,IVS9,NXE1,J2QW,28,3,2,977075992,779845755,351329508,879150046,YCCK6TIB2K74,N/A,Yes,No,No,Normal,N/A,912,92,1004
73,C7FM,O9U0,HWYO,7CB2,1013529024,N/A,1944/10/1,2007/2/14,UPN7,1922/1/10,902,16SH,1219852250,4S3J,V228452845,P1VM,1987/1/29,IC24,KYT9,DETS,TRDF,2LYX,URM3,2HFE,28,3,2,987190082,732134845,940258824,236012668,KBIMA9XB9R3J,N/A,Yes,No,No,Normal,N/A,980,98,1078
74,2M7E,GVBZ,ZHR2,1.00E+93,1968980596,N/A,1970/3/1,1932/6/28,NWKB,1952/2/22,439,5B7Q,1574666158,8WG2,P116978708,0GTY,1920/3/7,IC10,B2P9,6MEX,DLGY,39MI,2T1J,SV0K,28,3,2,935713013,604124975,105287538,865167503,XSEFFMAJJOH5,N/A,Yes,No,No,Normal,N/A,943,94,1037
75,E6XI,ZXKV,FFJY,HNUK,1681578348,N/A,1999/6/1,1942/2/14,OE46,1931/1/15,906,0AEF,1786854429,I0BI,N227715864,5MDB,1947/2/19,IC16,8IDB,06NO,4JXD,DWO2,VU3A,RO3N,28,3,2,949040826,959003266,202583680,569736911,XUXMI3O087DI,N/A,Yes,No,No,Normal,N/A,915,95,1010
